1.818521879613399506e-03,5.479198226601278066e+01,4.520056535984328661e-01,9.961618444390305527e-01,1.000000000000000000e+00
1.713546575047075748e-03,5.532955065783831827e+01,4.832246102312715563e-01,9.972206659025594222e-01,1.000000000000000000e+00
2.485815668478608131e-03,5.212109169958278443e+01,4.343510570730549358e-01,9.939641361737523440e-01,1.000000000000000000e+00
2.316795289516448975e-03,5.271421555914307788e+01,4.373321664512951901e-01,9.951125021430641260e-01,1.000000000000000000e+00
1.587741076946258545e-03,5.598455816656669981e+01,5.002317651243360919e-01,9.975600223292454549e-01,1.000000000000000000e+00
2.812275430187582970e-03,5.102061913391042935e+01,4.653513134170633170e-01,9.949176304666170756e-01,1.000000000000000000e+00
1.592310611158609390e-03,5.596157215584254629e+01,4.828752633150454887e-01,9.968037880005865548e-01,1.000000000000000000e+00
1.970182871446013451e-03,5.409861243809531572e+01,4.573768615169326313e-01,9.942048994853406318e-01,1.000000000000000000e+00
2.230241661891341209e-03,5.303657523878507618e+01,4.394241177819626087e-01,9.951228724454715957e-01,1.000000000000000000e+00
1.958753680810332298e-03,5.415293820048816542e+01,4.936243346119418285e-01,9.968972647363644191e-01,1.000000000000000000e+00
1.702698995359241962e-03,5.534965547104619077e+01,4.830268435199782107e-01,9.965970947343499864e-01,1.000000000000000000e+00
2.317868871614336967e-03,5.272124620174803766e+01,4.321414129480870003e-01,9.930472735811214369e-01,1.000000000000000000e+00
1.589179039001464844e-03,5.598941495022536685e+01,4.780601704974529742e-01,9.974593781986520469e-01,1.000000000000000000e+00
2.908370690420269966e-03,5.071605888169405318e+01,4.526040484626669413e-01,9.942053856700773240e-01,1.000000000000000000e+00
1.426417380571365356e-03,5.695004042022441126e+01,5.136444523526241257e-01,9.978902227499973909e-01,1.000000000000000000e+00
1.770105562172830105e-03,5.503454724138070731e+01,4.800683764258140696e-01,9.968925086910597200e-01,1.000000000000000000e+00
1.753374584950506687e-03,5.512258425313394383e+01,4.803824001831106805e-01,9.964857114814869021e-01,1.000000000000000000e+00
1.740379258990287781e-03,5.519103179420950767e+01,4.786084385511049644e-01,9.971511994394975931e-01,1.000000000000000000e+00
3.269291482865810394e-03,4.964685235907256811e+01,4.482800556577501427e-01,9.940208557930930722e-01,1.000000000000000000e+00
1.973232952877879143e-03,5.407329341341160500e+01,4.463587590966779928e-01,9.949660657555178256e-01,1.000000000000000000e+00
1.464584493078291416e-03,5.671697124315097938e+01,5.147995943687243559e-01,9.974911102665945384e-01,1.000000000000000000e+00
1.993483630940318108e-03,5.402183792893049485e+01,4.559344744326652710e-01,9.951332452516465921e-01,1.000000000000000000e+00
1.810119021683931351e-03,5.482977495646859722e+01,4.690230253171652208e-01,9.963642770523924996e-01,1.000000000000000000e+00
2.416042611002922058e-03,5.235941331892628625e+01,4.544742074314851443e-01,9.952559245062152504e-01,1.000000000000000000e+00
1.805532840080559254e-03,5.486280921532930677e+01,4.576607878987963285e-01,9.960214922903390944e-01,1.000000000000000000e+00
1.370490877889096737e-03,5.730873203035954333e+01,5.239869923144158115e-01,9.975558223704735772e-01,1.000000000000000000e+00
2.553416648879647255e-03,5.170616587325756086e+01,5.415750852227579903e-01,9.974890987861101399e-01,1.000000000000000000e+00
1.542939688079059124e-03,5.623216508113799961e+01,4.775462725673666475e-01,9.961162109672203613e-01,1.000000000000000000e+00
1.514747855253517628e-03,5.633376889348792815e+01,5.085806576804889900e-01,9.976293502549182790e-01,1.000000000000000000e+00
1.717464416287839413e-03,5.527532466065810013e+01,4.853779256568477862e-01,9.970695712556407742e-01,1.000000000000000000e+00
1.727428403683006763e-03,5.525318361797219069e+01,4.604314022726709310e-01,9.970480737270772664e-01,1.000000000000000000e+00
1.552850822918117046e-03,5.619616846243612684e+01,4.908921004993566650e-01,9.978632996376366471e-01,1.000000000000000000e+00
1.976208062842488289e-03,5.406901772423697849e+01,4.530185762054634857e-01,9.945732578990593709e-01,1.000000000000000000e+00
1.531757297925651073e-03,5.631236854842021700e+01,4.928729372718128610e-01,9.977279250962176604e-01,1.000000000000000000e+00
2.731769112870097160e-03,5.112467888409413774e+01,5.354477336472408533e-01,9.965908260052716017e-01,1.000000000000000000e+00
1.270458218641579151e-03,5.794882262837455045e+01,5.500123485104061460e-01,9.984638152952332035e-01,1.000000000000000000e+00
1.811604597605764866e-03,5.480310598600259198e+01,4.725377271603599105e-01,9.967728180157253703e-01,1.000000000000000000e+00
1.647948636673390865e-03,5.563733917926863626e+01,4.747034086196988967e-01,9.970483686080192642e-01,1.000000000000000000e+00
1.798570621758699417e-03,5.491315313805393572e+01,4.672647187846925565e-01,9.967526691959477381e-01,1.000000000000000000e+00
1.884817960672080517e-03,5.448766179114194586e+01,4.734185147102303870e-01,9.959795841232012004e-01,1.000000000000000000e+00
1.950797042809426785e-03,5.419366382624829726e+01,4.542330476656040728e-01,9.961119791532592194e-01,1.000000000000000000e+00
1.772189396433532238e-03,5.502522107178326394e+01,4.710636721835154694e-01,9.953783772289671594e-01,1.000000000000000000e+00
1.765292137861251831e-03,5.502469801624519619e+01,4.657297316217676730e-01,9.964768941007573488e-01,1.000000000000000000e+00
1.698111533187329769e-03,5.538558282952400447e+01,4.822787175316556874e-01,9.967965769141193810e-01,1.000000000000000000e+00
2.479635877534747124e-03,5.212303790093083933e+01,4.442857929800341221e-01,9.946616601935865942e-01,1.000000000000000000e+00
2.554119797423481941e-03,5.186691345468148739e+01,4.503665964573294045e-01,9.946090653379529023e-01,1.000000000000000000e+00
2.596747828647494316e-03,5.167610641929574911e+01,4.747373250697138336e-01,9.954973960373846298e-01,1.000000000000000000e+00
1.501213293522596359e-03,5.650231050953524914e+01,4.966991691469931358e-01,9.973735525386230316e-01,1.000000000000000000e+00
2.845519222319126129e-03,5.088770341474106829e+01,4.838041854953661347e-01,9.960111450337735262e-01,1.000000000000000000e+00
2.420828444883227348e-03,5.234874112155533510e+01,4.232484177996918562e-01,9.934245142193081080e-01,1.000000000000000000e+00
1.817654818296432495e-03,5.478730010717459464e+01,4.522353617637164258e-01,9.956167349083036022e-01,1.000000000000000000e+00
1.471460680477321148e-03,5.667700647166142147e+01,4.861473738928549504e-01,9.978365687118183613e-01,1.000000000000000000e+00
1.586505793966352940e-03,5.599577709845002005e+01,4.964835345169900660e-01,9.968664956916196696e-01,1.000000000000000000e+00
1.806312706321477890e-03,5.485671515723321789e+01,4.836904269082737962e-01,9.970797773396218311e-01,1.000000000000000000e+00
2.062672050669789314e-03,5.372562609695866342e+01,4.602128689044375220e-01,9.961262357893900798e-01,1.000000000000000000e+00
5.009334534406661987e-03,4.585585453558168467e+01,4.528932896376420270e-01,9.912180800394638780e-01,1.000000000000000000e+00
1.654115039855241776e-03,5.562113702924206393e+01,4.800672257605104742e-01,9.972152919045856878e-01,1.000000000000000000e+00
3.743047593161463737e-03,4.848141610911400790e+01,4.207575244895156441e-01,9.907799749932131306e-01,1.000000000000000000e+00
2.024939050897955894e-03,5.386767679025276578e+01,5.019213973593732447e-01,9.969005583570157425e-01,1.000000000000000000e+00
1.869976054877042770e-03,5.456350430074373747e+01,4.686498072481525834e-01,9.966045224278717862e-01,1.000000000000000000e+00
1.424666494131088257e-03,5.697544902961452351e+01,4.927697973579254764e-01,9.981313119560658587e-01,1.000000000000000000e+00
1.353857107460498810e-03,5.740562733955262331e+01,5.322544412652771006e-01,9.983355412863491596e-01,1.000000000000000000e+00
3.034600056707859039e-03,5.030634243219331836e+01,4.542840464826005120e-01,9.944206448268992915e-01,1.000000000000000000e+00
2.536505693569779396e-03,5.194095418017975874e+01,4.401241463064531900e-01,9.945777918066559531e-01,1.000000000000000000e+00
1.581187359988689423e-03,5.603676629926581398e+01,4.897840618975691229e-01,9.975038679504658612e-01,1.000000000000000000e+00
2.128746593371033669e-03,5.345719676417304811e+01,4.453073419731273241e-01,9.952678520896510728e-01,1.000000000000000000e+00
2.003965899348258972e-03,5.396873561456948210e+01,4.470572930247746490e-01,9.957492660706067644e-01,1.000000000000000000e+00
1.521769794635474682e-03,5.636655703031713216e+01,4.871443362718208547e-01,9.970526511464204988e-01,1.000000000000000000e+00
1.495425589382648468e-03,5.653603147788521710e+01,4.932261227079901555e-01,9.978035648151943882e-01,1.000000000000000000e+00
1.691981102339923382e-03,5.539266298930924393e+01,4.851614892353488528e-01,9.968903760952825266e-01,1.000000000000000000e+00
2.001891611143946648e-03,5.397753264426217612e+01,4.387271386471403023e-01,9.952008693644219806e-01,1.000000000000000000e+00
2.032746328040957451e-03,5.384446196291071374e+01,4.572306334556526797e-01,9.960780221917956423e-01,1.000000000000000000e+00
2.020848682150244713e-03,5.387675582339646496e+01,4.506939846469832922e-01,9.948891638517244340e-01,1.000000000000000000e+00
1.729521551169455051e-03,5.522812865855662068e+01,4.835966669359881842e-01,9.971621057689500356e-01,1.000000000000000000e+00
2.005481161177158356e-03,5.396300071579525337e+01,4.638824989814265276e-01,9.965880400779192350e-01,1.000000000000000000e+00
1.636844594031572342e-03,5.572078491743602058e+01,4.887041315643991246e-01,9.971439750441435379e-01,1.000000000000000000e+00
1.604435965418815613e-03,5.589595323695549212e+01,4.912082536956989820e-01,9.973913843709579785e-01,1.000000000000000000e+00
1.443435787223279476e-03,5.683946949170960039e+01,5.469883932571948382e-01,9.981210948919851944e-01,1.000000000000000000e+00
2.774606691673398018e-03,5.112554828581092892e+01,4.857564554553079894e-01,9.932147897354939303e-01,1.000000000000000000e+00
2.368053421378135681e-03,5.245504109619246691e+01,5.040568783780576823e-01,9.967232983893410392e-01,1.000000000000000000e+00
1.987964846193790436e-03,5.401231365551909391e+01,4.555244343272812357e-01,9.960287201970956517e-01,1.000000000000000000e+00
2.265772549435496330e-03,5.291395048475087037e+01,4.385200553681408153e-01,9.954221602141978265e-01,1.000000000000000000e+00
2.077168319374322891e-03,5.365360797241756075e+01,4.408162823193784163e-01,9.958228410163548761e-01,1.000000000000000000e+00
1.793098635971546173e-03,5.489615954506354001e+01,4.713385932237774689e-01,9.970578690906251040e-01,1.000000000000000000e+00
1.681832014583051205e-03,5.546616358320886775e+01,4.754942751210594065e-01,9.961453154986078529e-01,1.000000000000000000e+00
1.789736095815896988e-03,5.495142984061902780e+01,4.748620930949140617e-01,9.972352428588263651e-01,1.000000000000000000e+00
1.487206318415701389e-03,5.659613491169015020e+01,5.107249105498737896e-01,9.979968493025274112e-01,1.000000000000000000e+00
2.412992296740412712e-03,5.234940423923197983e+01,4.587225181584121958e-01,9.956776073086315293e-01,1.000000000000000000e+00
1.718247774988412857e-03,5.528033271591434072e+01,4.807186489802452445e-01,9.971289147876459813e-01,1.000000000000000000e+00
3.123036352917551994e-03,5.007549247727418162e+01,4.453970416517699094e-01,9.941471316078436260e-01,1.000000000000000000e+00
1.428429619409143925e-03,5.694187922024685378e+01,4.961205695815331107e-01,9.978880177417789321e-01,1.000000000000000000e+00
1.784729305654764175e-03,5.497413060248266703e+01,5.079778125043685755e-01,9.971131566231452581e-01,1.000000000000000000e+00
1.716907136142253876e-03,5.527556654067372222e+01,4.850705064357875851e-01,9.965545085440160600e-01,1.000000000000000000e+00
2.014368539676070213e-03,5.392471777758589724e+01,4.423121885024769995e-01,9.961236392102450488e-01,1.000000000000000000e+00
1.526931650005280972e-03,5.634108066683464244e+01,4.963354319312086038e-01,9.975772254550313578e-01,1.000000000000000000e+00
2.096143784001469612e-03,5.357996587835489777e+01,4.434387050231682892e-01,9.952886785372117018e-01,1.000000000000000000e+00
3.041058545932173729e-03,5.031487612421246070e+01,4.506330952436053416e-01,9.946242570634148406e-01,1.000000000000000000e+00
2.466339385136961937e-03,5.216901580852958631e+01,4.247079552597727847e-01,9.935048968383366486e-01,1.000000000000000000e+00
1.833192189224064350e-03,5.472675926701077742e+01,4.577442031889137897e-01,9.962697684237457052e-01,1.000000000000000000e+00
2.253235550597310066e-03,5.296801720023551496e+01,4.308745258857316629e-01,9.936283419133072892e-01,1.000000000000000000e+00
3.255823859944939613e-03,4.970971257881370065e+01,4.391981446468369299e-01,9.931329876438077520e-01,1.000000000000000000e+00
1.608008169569075108e-03,5.586679206502445538e+01,5.017110372119725215e-01,9.975025308660585566e-01,1.000000000000000000e+00
2.010751748457551003e-03,5.393849413771795298e+01,4.391282551483117746e-01,9.941532447472294365e-01,1.000000000000000000e+00
