2.021194674192556759e-02,8.950890827759266699e+01,5.746796544414237928e+01,1.000000000000000000e+00
2.108824382904556788e-02,8.951435716881464089e+01,5.855747915013122196e+01,1.000000000000000000e+00
1.668904167133443417e-02,8.950194255610826133e+01,5.772926137841479743e+01,1.000000000000000000e+00
1.348215585525464055e-02,8.952544016247405523e+01,5.794528204762463730e+01,1.000000000000000000e+00
1.794726245470689915e-02,8.954411936196933652e+01,5.728430459920225104e+01,1.000000000000000000e+00
1.737388185091709794e-02,8.948619684529344909e+01,5.815662022823295985e+01,1.000000000000000000e+00
2.364074521453879765e-02,8.951830994952935328e+01,5.823292908718901373e+01,1.000000000000000000e+00
1.668920016837140141e-02,8.955666496523234343e+01,5.697542834298751302e+01,1.000000000000000000e+00
1.252004795562054219e-02,8.950278081207314074e+01,5.793134987027124794e+01,1.000000000000000000e+00
1.532052402115788824e-02,8.952678713152016599e+01,5.813021223152502159e+01,1.000000000000000000e+00
1.789153869641323114e-02,8.950012742843068736e+01,5.784395663416823652e+01,1.000000000000000000e+00
1.601062218175122731e-02,8.949249117140448107e+01,5.734756324650737724e+01,1.000000000000000000e+00
1.542967048114948260e-02,8.951589514892526722e+01,5.763090486771360332e+01,1.000000000000000000e+00
1.532080821866648596e-02,8.948136135910407063e+01,5.810571965921585758e+01,1.000000000000000000e+00
1.621522084306233069e-02,8.955547676200592377e+01,5.706097826661103767e+01,1.000000000000000000e+00
1.559888360556178910e-02,8.948097287723274462e+01,5.824350611378178399e+01,1.000000000000000000e+00
2.318096704355381357e-02,8.947221306606178359e+01,5.917452814419887375e+01,1.000000000000000000e+00
1.530568403785048659e-02,8.952603250746686570e+01,5.813573982106633764e+01,1.000000000000000000e+00
1.177197623018864416e-02,8.951087442065291100e+01,5.860892568309714079e+01,1.000000000000000000e+00
2.974484953024415096e-02,8.945977230729656071e+01,5.873487580963939081e+01,1.000000000000000000e+00
1.416629906759686412e-02,8.949064158343210806e+01,5.823823078280955201e+01,1.000000000000000000e+00
2.181410490290429383e-02,8.956035148378728650e+01,5.655426092828713536e+01,1.000000000000000000e+00
1.352603268801160462e-02,8.952575460035515675e+01,5.795537541878517374e+01,1.000000000000000000e+00
1.872781022283087626e-02,8.950655713672195191e+01,5.760180352017150085e+01,1.000000000000000000e+00
2.237322054512607544e-02,8.954513636555141431e+01,5.750742374978095484e+01,1.000000000000000000e+00
1.551946051295934569e-02,8.953577050759760425e+01,5.751284689713533282e+01,1.000000000000000000e+00
1.737804674052632545e-02,8.951762096723923889e+01,5.813467901466138699e+01,1.000000000000000000e+00
1.468365827463494720e-02,8.949081086608700275e+01,5.884640464668471083e+01,1.000000000000000000e+00
1.016425090725645713e-02,8.953481212931212951e+01,5.732466665425320684e+01,1.000000000000000000e+00
1.615382685998957568e-02,8.951595813006018432e+01,5.780006833573315816e+01,1.000000000000000000e+00
1.644864565498573364e-02,8.949796881842075891e+01,5.804427864992106834e+01,1.000000000000000000e+00
2.135222154065112565e-02,8.955494752710846740e+01,5.689065892920288547e+01,1.000000000000000000e+00
1.571637449059848021e-02,8.953364799331559709e+01,5.768080281816922650e+01,1.000000000000000000e+00
1.757601075511554950e-02,8.949147913894667283e+01,5.812357068280227423e+01,1.000000000000000000e+00
8.538526503971735279e-03,8.953832518760694370e+01,5.731980360787773776e+01,1.000000000000000000e+00
1.486818709433667535e-02,8.950875829168960252e+01,5.864493657571288310e+01,1.000000000000000000e+00
1.471888331324385478e-02,8.951249671099336069e+01,5.760227174494470859e+01,1.000000000000000000e+00
1.824960932431915483e-02,8.949627991348367573e+01,5.847428641032643526e+01,1.000000000000000000e+00
1.409416378704412935e-02,8.952860103645421930e+01,5.783518158494555905e+01,1.000000000000000000e+00
2.082910092143929956e-02,8.955718687601699912e+01,5.677158814588261038e+01,1.000000000000000000e+00
1.797824316328371086e-02,8.950099562579148937e+01,5.885388448170778020e+01,1.000000000000000000e+00
2.315003571503474258e-02,8.956162871031948214e+01,5.693120460962320095e+01,1.000000000000000000e+00
1.971104705796437526e-02,8.951163813239938349e+01,5.870539575009249944e+01,1.000000000000000000e+00
1.466323438672368154e-02,8.953640442056995141e+01,5.757524147015558924e+01,1.000000000000000000e+00
2.387707115255436122e-02,8.956405179804151828e+01,5.654783244296140055e+01,1.000000000000000000e+00
1.346958924853932163e-02,8.951778386408378196e+01,5.735854493167390444e+01,1.000000000000000000e+00
